Name,Rating,Reviews,Company Type,Location,Highly Rated For,Critically Rated For
BPR Infrastructure,3.9,93,Engineering & Construction,Hyderabad / Secunderabad +9 other locations,None,"Promotions / Appraisal, Work Life Balance, Company Culture"
Reebok,4.6,93,Fashion & Textile,New Delhi +38 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction",None
SIPL,3.7,94,IT Services & Consulting,New Delhi +33 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Salary & Benefits
Pullman New Delhi Aerocity,4.4,93,Hospitality,New Delhi +2 other locations,"Skill Development / Learning, Job Security, Salary & Benefits",None
Della Group,3.6,93,Architecture & Interior Design,Mumbai +2 other locations,Skill Development / Learning,None
Nestor Pharmaceuticals,3.1,93,Pharma,Faridabad +11 other locations,None,"Job Security, Company Culture, Promotions / Appraisal"
G-Cube Solutions,3.3,93,EdTech,Noida +3 other locations,None,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Intec Infra-Technologies,2.8,93,Architecture & Interior Design,Gurgaon / Gurugram +3 other locations,None,"Company Culture, Work Satisfaction, Promotions / Appraisal"
Isgec Hitachi Zosen,3.5,93,Industrial Machinery,Bharuch +5 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Lbf Travel,3.6,93,Travel & Tourism,New Delhi +4 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
Freudenberg Gala Household Product,4.2,93,Consumer Electronics & Appliances,Mumbai +16 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Kich Architectural Products,3.6,93,Architecture & Interior Design,Rajkot +23 other locations,None,"Work Satisfaction, Job Security, Promotions / Appraisal"
Ola cars,3.4,93,Bangalore / Bengaluru +23 other locations,Unknown,None,"Job Security, Promotions / Appraisal, Company Culture"
Lohia Auto Industries,4.1,93,Automobile,Kashipur +10 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",None
Kreate Energy,3.7,93,Power,New Delhi +11 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
Creative Group,4.2,93,Architecture & Interior Design,New Delhi +19 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
LIC Mutual Fund,3.7,93,Financial Services,Mumbai +37 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Square Capital Advisory Services,3.4,93,NBFC,Mumbai +22 other locations,None,"Job Security, Salary & Benefits, Promotions / Appraisal"
Sandip University,3.9,93,Education & Training,Nashik +18 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Teaching at home,4.0,93,Design,New Delhi +31 other locations,"Skill Development / Learning, Salary & Benefits, Job Security",None
Ajmera Realty & Infra India,3.7,93,Real Estate,Mumbai +7 other locations,None,Promotions / Appraisal
Finoit Technologies,4.2,93,IT Services & Consulting,Noida +2 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Azure Knowledge Corporation,4.1,93,Analytics & KPO,Ahmedabad +6 other locations,"Work Satisfaction, Job Security, Company Culture",None
Stantec,4.0,93,Pune +5 other locations,Unknown,"Job Security, Work Life Balance, Company Culture",None
Galderma,3.7,93,Healthcare,Mumbai +26 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Life Balance"
Petroleum Development Oman,4.4,93,Petrochemicals,Muscat +7 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Job Security, Promotions / Appraisal"
Adani Cement,3.4,94,Ahmedabad +45 other locations,Unknown,None,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Indivillage Tech Solutions,3.7,93,IT Services & Consulting,Yemmiganur +6 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
SembCorp,4.0,94,Power,Gurgaon / Gurugram +16 other locations,"Job Security, Salary & Benefits, Work Life Balance",None
Light & Wonder,3.8,93,Gaming,Bangalore / Bengaluru +8 other locations,"Salary & Benefits, Work Life Balance, Company Culture",Skill Development / Learning
Hungama Digital Media Entertainment,3.0,93,Media & Entertainment,Mumbai +7 other locations,None,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Unayur Marketing,4.3,93,Healthcare,New Delhi +1 other locations,"Skill Development / Learning, Salary & Benefits, Work Satisfaction",None
Information Evolution,3.7,94,IT Services & Consulting,Coimbatore +3 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Job Security"
Religare Housing Development Finance Corporation,4.5,93,Financial Services,New Delhi +25 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Insurance Company,4.0,93,Real Estate,New Delhi +41 other locations,"Company Culture, Skill Development / Learning, Job Security",None
Ravi Infrabuild Projects,3.9,93,Engineering & Construction,Udaipur +18 other locations,None,None
LG Polymers,4.3,93,Chemicals,Visakhapatnam +9 other locations,"Job Security, Salary & Benefits, Work Life Balance",None
Synnat Pharma,4.3,93,Visakhapatnam +3 other locations,Unknown,"Work Life Balance, Salary & Benefits, Skill Development / Learning",None
Kamdhenu Paints,3.4,93,Building Material,Gurgaon / Gurugram +36 other locations,None,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Oerlikon Balzers,3.7,93,Metals & Mining,Pune +10 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Farnek Averial,4.1,93,Facility Management Services,Dubai +5 other locations,"Skill Development / Learning, Job Security, Work Satisfaction",None
Skylex Technologies,3.4,93,Pune +2 other locations,Unknown,None,"Job Security, Skill Development / Learning, Promotions / Appraisal"
Tv18 Broadcast,4.2,93,Media & Entertainment,Mumbai +18 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
Dembla Valves,3.2,93,Industrial Machinery,Mumbai +12 other locations,None,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Xforia Technologies,4.5,93,Recruitment,Chennai +5 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction",None
Continental Coffee,4.3,93,Food Processing,Hyderabad / Secunderabad +22 other locations,"Job Security, Work Life Balance, Salary & Benefits",None
Almeer Technical Services Co. W.L.L,3.9,93,Engineering & Construction,Chennai +7 other locations,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal
Alteus Biogenics,3.1,93,Pharma,Kolkata +17 other locations,None,"Job Security, Promotions / Appraisal, Work Life Balance"
U K Paints,3.2,93,Building Material,New Delhi +10 other locations,None,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Eat 'N' Fit Agro Foods,2.5,93,Food Processing,Gurgaon / Gurugram +32 other locations,None,"Salary & Benefits, Promotions / Appraisal, Company Culture"
MassMutual,4.1,93,Financial Services,Hyderabad / Secunderabad,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
SAP Ariba,4.3,93,Software Product,Bangalore / Bengaluru +3 other locations,"Job Security, Company Culture, Work Life Balance",None
The Walt Disney Company,4.0,93,Media & Entertainment,Mumbai +14 other locations,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal
Guardian Healthcare Services,3.9,93,Fitness & Wellness,New Delhi +13 other locations,"Work Satisfaction, Work Life Balance","Job Security, Promotions / Appraisal"
College Of Education,4.4,93,Education & Training,Hyderabad / Secunderabad +38 other locations,"Work Life Balance, Work Satisfaction, Salary & Benefits",None
S.K.B. Builders,3.9,93,Engineering & Construction,New Delhi +18 other locations,None,"Promotions / Appraisal, Company Culture, Work Life Balance"
K & J Project,3.4,92,Engineering & Construction,Nagpur +24 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
National Corporation for Tourism & Hotels,4.1,92,Travel & Tourism,Abu Dhabi +10 other locations,"Job Security, Skill Development / Learning, Work Life Balance",None
Everest Blowers,3.8,92,Industrial Machinery,New Delhi +8 other locations,Skill Development / Learning,"Job Security, Promotions / Appraisal, Salary & Benefits"
Hyperquality,3.6,92,BPO,Gurgaon / Gurugram +5 other locations,None,"Salary & Benefits, Promotions / Appraisal"
Enhance Business Solutions,3.3,92,IT Services & Consulting,Gurgaon / Gurugram +4 other locations,None,"Job Security, Promotions / Appraisal, Salary & Benefits"
Panchayati Raj Department,3.5,92,Government,Patna +45 other locations,None,"Promotions / Appraisal, Company Culture, Salary & Benefits"
EENADU,4.0,92,Printing & Publishing,Hyderabad / Secunderabad +17 other locations,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
RED CHIEF,4.0,93,Retail,Kanpur +33 other locations,"Job Security, Work Satisfaction, Skill Development / Learning",None
ZTT India,3.7,92,Industrial Machinery,Chennai +14 other locations,None,None
Sanathan Textiles,4.0,92,Fashion & Textile,Silvassa / Dadra & Nagar Haveli +7 other locations,"Work Life Balance, Job Security, Work Satisfaction",None
Cascade Revenue Management,3.1,92,IT Services & Consulting,Kochi +4 other locations,None,"Job Security, Work Satisfaction, Work Life Balance"
TML Business Services,4.0,92,IT Services & Consulting,Pune +9 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Chqbook.com,3.3,92,Financial Services,Gurgaon / Gurugram +12 other locations,None,"Job Security, Promotions / Appraisal, Work Satisfaction"
Malpani Group,4.1,92,Power,Pune +10 other locations,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal
Sathavahana Ispat,3.3,92,Iron & Steel,Ballari +3 other locations,None,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Excelus Learning Solution,3.9,92,Education & Training,Bangalore / Bengaluru +38 other locations,Skill Development / Learning,"Promotions / Appraisal, Job Security"
INVESMATE,4.7,92,Education & Training,Kolkata +1 other locations,"Company Culture, Job Security, Skill Development / Learning",None
Room to Read,3.8,92,Non-Profit,New Delhi +25 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
Tata Communications Payment Solutions,3.9,92,Financial Services,Mumbai +19 other locations,"Company Culture, Salary & Benefits, Skill Development / Learning","Promotions / Appraisal, Job Security"
Optus Infotech,4.4,92,IT Services & Consulting,Hyderabad / Secunderabad +2 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",None
Sai Service Station,4.1,92,Auto Components,Pune +10 other locations,"Skill Development / Learning, Company Culture, Job Security",None
Plr Projects,4.0,92,Engineering & Construction,Hyderabad / Secunderabad +17 other locations,"Skill Development / Learning, Job Security, Work Life Balance",Promotions / Appraisal
India Transact Services,4.1,92,FinTech,Mumbai +29 other locations,Company Culture,None
Preet Group,3.4,92,Ghaziabad +6 other locations,Unknown,None,"Job Security, Promotions / Appraisal, Company Culture"
CORNITOS,4.2,92,FMCG,Faridabad +18 other locations,"Job Security, Salary & Benefits, Skill Development / Learning",None
Elico,3.0,92,Industrial Machinery,Hyderabad / Secunderabad +10 other locations,None,"Salary & Benefits, Promotions / Appraisal, Work Life Balance"
Quotient Technology,4.1,92,IT Services & Consulting,Bangalore / Bengaluru +2 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Job Security
Rotomaker,3.8,92,Animation & VFX,Hyderabad / Secunderabad +7 other locations,None,"Job Security, Promotions / Appraisal"
Smilax Laboratories,3.3,92,Pharma,Visakhapatnam +4 other locations,None,"Salary & Benefits, Promotions / Appraisal, Work Life Balance"
Cabcon India,4.3,92,Electronics Manufacturing,Kolkata +19 other locations,"Job Security, Work Life Balance, Company Culture",None
Planet EDU,3.3,92,EdTech,Gurgaon / Gurugram +18 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Nethues Technologies,3.7,92,IT Services & Consulting,New Delhi +4 other locations,None,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning"
Galacon Infrastructure and Projects,3.6,92,Engineering & Construction,Hyderabad / Secunderabad +14 other locations,None,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Cambridge Technology Enterprises,3.6,92,IT Services & Consulting,Hyderabad / Secunderabad +3 other locations,None,"Job Security, Salary & Benefits, Promotions / Appraisal"
Hetro Pharma,3.7,92,Pharma,Hyderabad / Secunderabad +8 other locations,"Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal, Company Culture"
MariApps Marine Solutions,3.4,92,IT Services & Consulting,Kochi +4 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
SkilloVilla,3.4,92,Internet,Bangalore / Bengaluru +1 other locations,None,"Work Satisfaction, Work Life Balance, Job Security"
Windals Precision,3.7,92,Auto Components,Pune +5 other locations,None,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Brennan IT,3.6,92,IT Services & Consulting,Mumbai +3 other locations,Skill Development / Learning,Promotions / Appraisal
Navigant Technologies,2.3,92,BPO,New Delhi +5 other locations,None,"Salary & Benefits, Promotions / Appraisal, Job Security"
Ufi Filters,4.1,92,Auto Components,Bawal +8 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
ADINATH MOTORS,4.3,92,New Delhi +56 other locations,Unknown,"Skill Development / Learning, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
DULSCO,3.7,92,Recruitment,Dubai +9 other locations,Skill Development / Learning,Promotions / Appraisal
Bangalore Baptist Hospital,4.3,92,Healthcare,Bangalore / Bengaluru +1 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",None
Godrej Capital,3.5,92,Financial Services,Mumbai +14 other locations,None,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Gesco Healthcare,3.0,92,Medical Equipment,Chennai +11 other locations,None,"Job Security, Company Culture, Promotions / Appraisal"
Tamil Nadu Electricity Board,4.2,92,Power,Chennai +22 other locations,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Moolya Software Testing,3.7,92,IT Services & Consulting,Bangalore / Bengaluru +5 other locations,None,"Promotions / Appraisal, Salary & Benefits"
